what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1499742196451
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499742199226
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499742207596
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1499742210268
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742212908
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742213877
executed,command,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui.runtimeWorkbenchShortcut.run,1499742213893
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742215330
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742233982
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499742233997
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499742237365
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1499742240209
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499742240959
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742241412
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742254131
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1499742257178
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742259240
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742260131
executed,command,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui.runtimeWorkbenchShortcut.run,1499742260146
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742261334
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499742263631
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499742264571
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499742267593
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499742268525
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1499742274791
