what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135514589
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135534218
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1499135539224
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135543505
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135543581
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499135548516
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1499135557972
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135559488
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135562948
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499135564553
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1499135566661
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135570244
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135574892
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499135587717
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499135594924
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1499135606286
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499135606800
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1499135613503
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1499135614998
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135630027
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135653911
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499135660004
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135663916
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499135677841
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499135696264
