what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui.runtimeWorkbenchShortcut.run,1499138929080
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138930003
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138940607
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138941396
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138942873
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499138943777
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1499138953570
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1499138954976
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499138955498
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138957746
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138958769
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499138965971
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1499138972779
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1499138973774
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138974275
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138976702
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138977355
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138979347
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1499138979378
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138981094
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138982223
executed,command,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui.runtimeWorkbenchShortcut.run,1499138982234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138983139
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1499138996099
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1499138996117
